path_id, final_price
0,270.168
1,207.831
2,218.169
3,173.941
4,282.502
5,190.313
6,133.751
7,166.685
8,175.649
9,277.222
10,160.108
11,147.677
12,140.879
13,156.271
14,221.537
15,194.022
16,155.673
17,182.453
18,152.632
19,180.166
20,217.673
21,141.21
22,235.805
23,172.351
24,130.921
25,146.511
26,190.824
27,176.52
28,114.085
29,199.073
30,142.062
31,276.895
32,166.308
33,230.718
34,182.608
35,160.014
36,191.049
37,153.354
38,255.843
39,214.384
40,208.545
41,182.694
42,240.391
43,225.699
44,204.049
45,194.114
46,269.484
47,103.912
48,207.955
49,146.534
50,149.555
51,146.039
52,244.263
53,150.768
54,134.93
55,168.163
56,241.684
57,195.606
58,229.917
59,170.173
60,219.128
61,273.163
62,192.912
63,243.793
64,160.382
65,221.601
66,116.793
67,253.581
68,180.561
69,142.08
70,199.401
71,253.09
72,134.83
73,132.717
74,152.605
75,201.661
76,195.252
77,209.488
78,241.916
79,158.41
80,194.725
81,219.83
82,182.119
83,215.777
84,163.746
85,176.278
86,166.697
87,164.126
88,86.7692
89,173.245
90,200.396
91,199.169
92,157.349
93,178.76
94,197.867
95,177.419
96,163.782
97,144.988
98,188.304
99,177.067
100,190.276
101,191.201
102,148.81
103,181.569
104,186.493
105,192.019
106,160.128
107,221.263
108,160.78
109,278.981
110,225.335
111,146.887
112,239.329
113,234.543
114,286.858
115,160.167
116,207.153
117,161.629
118,161.102
119,166.858
120,182.127
121,351.037
122,179.709
123,153.406
124,213.107
125,228.942
126,161.901
127,148.499
128,219.063
129,167.46
130,208.181
131,172.587
132,224.377
133,144.773
134,192.913
135,251.777
136,257.22
137,198.132
138,178.824
139,144.56
140,142.769
141,160.846
142,217.823
143,163.608
144,183.562
145,146.827
146,185.349
147,232.107
148,205.077
149,196.702
150,139.682
151,186.655
152,161.422
153,123.009
154,248.54
155,204.381
156,200.798
157,144.108
158,252.067
159,184.406
160,290.649
161,212.309
162,154.216
163,226.69
164,123.202
165,230.099
166,158.221
167,146.566
168,172.691
169,189.853
170,110.178
171,149.795
172,157.457
173,213.537
174,212.346
175,224.599
176,172.024
177,193.139
178,116.553
179,168.144
180,282.783
181,270.732
182,215.313
183,221.961
184,218.179
185,167.434
186,168.453
187,153.079
188,198.828
189,197.904
190,177.763
191,221.946
192,215.614
193,176.191
194,201.882
195,184.258
196,193.395
197,173.272
198,111.074
199,227.73
200,174.709
201,178.23
202,148.449
203,194.457
204,210.553
205,165.525
206,180.577
207,154.141
208,131.765
209,152.302
210,152.697
211,282.427
212,173.927
213,272.349
214,252.768
215,147.107
216,205.882
217,163.941
218,243.5
219,263.262
220,178.75
221,126.165
222,151.674
223,236.828
224,191.713
225,158.464
226,231.097
227,130.718
228,163.938
229,136.168
230,216.696
231,172.442
232,158.21
233,156.018
234,194.26
235,152.775
236,254.84
237,166.375
238,134.159
239,172.247
240,174.065
241,249.975
242,205.929
243,183.741
244,142.856
245,156.152
246,221.368
247,236.26
248,200.29
249,149.401
250,208.295
251,121.3
252,138.888
253,218.203
254,185.161
255,344.993
256,204.859
257,147.042
258,145.383
259,176.869
260,162.753
261,105.674
262,212.322
263,171.385
264,153.921
265,202.536
266,153.685
267,174.961
268,182.063
269,305.395
270,211.121
271,162.485
272,184.055
273,214.861
274,170.327
275,163.763
276,187.879
277,236.643
278,135.003
279,246.768
280,183.504
281,250.25
282,231.004
283,216.299
284,128.77
285,134.767
286,176.625
287,172.634
288,196.906
289,147.26
290,231.362
291,261.625
292,147.767
293,233.868
294,220.763
295,251.229
296,187.892
297,175.122
298,243.43
299,218.733
300,241.426
301,351.18
302,187.536
303,219.92
304,120.282
305,153.982
306,186.226
307,197.269
308,259.161
309,132.28
310,268.132
311,159.232
312,214.521
313,219.462
314,155
315,165.198
316,162.496
317,205.419
318,193.975
319,197.217
320,129.619
321,194.576
322,174.153
323,279.745
324,115.576
325,160.581
326,158.848
327,237.938
328,155.929
329,171.66
330,153.187
331,109.167
332,157.22
333,220.376
334,154.865
335,176.476
336,148.496
337,306.095
338,212.126
339,207.005
340,169.968
341,161.495
342,257.694
343,199.184
344,212.601
345,230.726
346,161.05
347,185.275
348,173.582
349,145.163
350,129.261
351,258.32
352,140.489
353,255.525
354,152.869
355,179.589
356,188.024
357,324.805
358,190.128
359,182.41
360,156.472
361,243.68
362,181.058
363,141.595
364,153.307
365,164.079
366,144.629
367,200.622
368,150.389
369,211.954
370,176.274
371,239.54
372,182.823
373,139.997
374,215.133
375,216.87
376,145.199
377,151.916
378,358.189
379,264.081
380,226.172
381,122.509
382,194.661
383,153.47
384,248.678
385,297.766
386,192.851
387,155.163
388,173.126
389,139.429
390,153.729
391,142.982
392,185.2
393,227.616
394,143.609
395,159.14
396,149.483
397,222.64
398,208.158
399,282.999
400,260.467
401,200.437
402,207.844
403,134.851
404,207.113
405,233.112
406,152.749
407,204.337
408,176.372
409,153.899
410,220.607
411,97.3488
412,298.227
413,173.452
414,212.291
415,237.545
416,136.297
417,171.216
418,142.601
419,198.279
420,250.939
421,184.646
422,154.635
423,170.274
424,295.87
425,177.566
426,220.475
427,214.856
428,203.253
429,166.943
430,155.736
431,106.335
432,161.378
433,271.888
434,162.862
435,172.76
436,207.642
437,146.982
438,194.563
439,198.185
440,146.27
441,202.712
442,273.035
443,168.682
444,187.123
445,178.971
446,152.971
447,165.589
448,280.968
449,213.215
450,131.741
451,187.212
452,147.39
453,191.063
454,211.908
455,194.41
456,169.845
457,188.34
458,123.194
459,184.894
460,233.882
461,194.915
462,175.725
463,168.49
464,184.785
465,200.977
466,208.485
467,225.254
468,201.208
469,413.138
470,194.787
471,185.626
472,143.899
473,196.991
474,239.164
475,128.205
476,175.165
477,173.835
478,181.127
479,151.643
480,160.025
481,182.41
482,218.581
483,151.703
484,154.026
485,134.782
486,192.957
487,125.73
488,150.751
489,184.664
490,213.258
491,141.525
492,154.173
493,189.098
494,178.908
495,124.681
496,181.522
497,160.978
498,210.676
499,159.723
500,134.009
501,220.295
502,189.245
503,147.141
504,140.362
505,147.872
506,147.793
507,134.367
508,228.8
509,172.747
510,177.672
511,197.814
512,239.61
513,250.89
514,157.995
515,158.019
516,190.006
517,200.943
518,169.754
519,168.089
520,164.768
521,220.377
522,159.232
523,206.692
524,275.778
525,167.36
526,182.472
527,176.895
528,201.522
529,213.994
530,182.254
531,293.718
532,175.529
533,136.164
534,233.813
535,177.449
536,211.908
537,180.548
538,254.201
539,146.978
540,155.392
541,128.549
542,208.847
543,166.672
544,151.351
545,173.571
546,157.559
547,136.928
548,217.849
549,225.534
550,168.015
551,148.783
552,133.083
553,197.786
554,170.892
555,158.242
556,190.784
557,125.791
558,131.885
559,169.712
560,206.094
561,164.823
562,198.583
563,145.395
564,198.596
565,193.763
566,187.799
567,181.345
568,246.236
569,199.153
570,167.199
571,160.291
572,279.911
573,211.733
574,134.709
575,146.513
576,164.238
577,179.598
578,200.41
579,106.453
580,160.6
581,223.037
582,220.176
583,163.095
584,203.359
585,157.805
586,256.584
587,150.285
588,167.223
589,134.612
590,194.074
591,188.653
592,113.145
593,215.342
594,134.655
595,180.736
596,152.448
597,194.993
598,188.862
599,204.605
600,116.29
601,224.63
602,122.69
603,152.493
604,228.735
605,212.772
606,140.23
607,203.355
608,136.136
609,226.404
610,139.078
611,193.269
612,164.074
613,185.913
614,195.422
615,161.359
616,150.408
617,145.143
618,136.329
619,210.664
620,175.252
621,220.316
622,174.349
623,212.767
624,245.986
625,186.087
626,199.049
627,162.94
628,243.806
629,263.937
630,136.24
631,160.387
632,192.552
633,210.684
634,183.836
635,172.774
636,180.173
637,208.492
638,194.98
639,108.071
640,170.204
641,206.581
642,167.447
643,195.17
644,206.279
645,176.207
646,142.614
647,196.464
648,200.231
649,174.109
650,146.018
651,198.84
652,185.261
653,170.952
654,191.946
655,119.89
656,175.124
657,148.837
658,216.929
659,218.16
660,201.341
661,160.798
662,127.982
663,162.208
664,189.491
665,143.669
666,215.887
667,186.354
668,131.143
669,167.292
670,157.933
671,207.887
672,174.644
673,112.875
674,198.886
675,211.947
676,198.998
677,134.301
678,260.116
679,157.146
680,224.797
681,160.37
682,205.456
683,178.661
684,142.768
685,265.154
686,174.262
687,135.63
688,152.066
689,147.149
690,134.744
691,186.046
692,127.313
693,195.736
694,153.753
695,181.476
696,146.863
697,156.084
698,188.12
699,189.315
700,168.232
701,223.418
702,156.347
703,127.844
704,169.816
705,144.213
706,217.314
707,145.586
708,170.214
709,209.354
710,232.455
711,112.213
712,143.727
713,164.168
714,194.59
715,142.559
716,247.809
717,175.344
718,267.229
719,220.451
720,171.556
721,174.248
722,216.509
723,153.528
724,169.4
725,190.865
726,152.818
727,152.039
728,234.684
729,143.677
730,166.724
731,217.607
732,126.877
733,206.349
734,233.322
735,163.886
736,204.14
737,233.203
738,100.83
739,280.196
740,220.721
741,152.855
742,195.084
743,248.449
744,162.741
745,137.003
746,236.962
747,169.113
748,157.882
749,142.591
750,108.643
751,162.848
752,249.297
753,137.413
754,210.828
755,138.151
756,219.761
757,156.951
758,301.504
759,218.818
760,181.459
761,203.282
762,205.401
763,158.027
764,254.965
765,209.715
766,220.949
767,173.543
768,165.271
769,127.358
770,165.993
771,172.541
772,258.298
773,181.697
774,184.259
775,136.581
776,200.93
777,140.327
778,161.948
779,188.341
780,115.322
781,180.626
782,127.449
783,115.53
784,196.028
785,228.943
786,141.698
787,245.204
788,170.218
789,181.486
790,198.994
791,108.793
792,215.617
793,255.355
794,178.792
795,203.746
796,159.083
797,170.9
798,112.008
799,222.612
800,269.691
801,236.95
802,169.93
803,217.385
804,175.066
805,137.713
806,155.684
807,198.72
808,271.584
809,217.615
810,173.052
811,153.189
812,166.47
813,201.721
814,172.498
815,153.269
816,171.134
817,174.664
818,222.475
819,146.38
820,170.533
821,162.401
822,138.739
823,186.747
824,175.184
825,152.343
826,240.544
827,164.434
828,147.639
829,170.546
830,199.912
831,201.239
832,135.604
833,245.541
834,213.63
835,273.598
836,182.809
837,205.587
838,198.283
839,140.788
840,175.425
841,135.064
842,278.397
843,178.955
844,203.81
845,207.563
846,158.09
847,191.613
848,163.934
849,233.008
850,199.7
851,239.194
852,175.361
853,187.647
854,164.325
855,91.44
856,238.502
857,161.226
858,184.83
859,108.326
860,250.257
861,146.333
862,167.051
863,194.006
864,161.497
865,240.613
866,112.214
867,208.443
868,191.469
869,215.719
870,145.691
871,179.023
872,162.716
873,113.671
874,200.287
875,223.463
876,215.707
877,179.326
878,146.038
879,178.581
880,170.084
881,278.124
882,212.979
883,139.137
884,243.939
885,162.159
886,164.346
887,279.795
888,226.421
889,263.655
890,163.767
891,107.888
892,178.368
893,196.134
894,166.44
895,126.26
896,163.926
897,178.349
898,183.754
899,148.668
900,239.912
901,177.172
902,221.68
903,251.354
904,246.916
905,208.739
906,169.189
907,195.815
908,133.334
909,104.487
910,173.088
911,156.642
912,176.885
913,267.455
914,170.153
915,319.843
916,147.396
917,193.879
918,165.801
919,162.819
920,232.743
921,219.859
922,128.318
923,166.9
924,115.504
925,157.222
926,201.003
927,216.513
928,169.424
929,180.74
930,123.029
931,149.046
932,163.402
933,201.229
934,132.578
935,148.529
936,231.979
937,255.193
938,282.445
939,170.324
940,154.991
941,155.562
942,189.804
943,177.615
944,117.025
945,263.532
946,234.873
947,189.567
948,172.854
949,128.246
950,195.404
951,215.327
952,193.515
953,180.801
954,194.452
955,115.186
956,282.182
957,141.496
958,164.58
959,233.269
960,231.85
961,174.776
962,228.119
963,110
964,216.213
965,192.963
966,196.303
967,148.759
968,151.035
969,141.817
970,108.783
971,199.806
972,196.45
973,194.745
974,245.02
975,150.037
976,184.869
977,244.476
978,140.618
979,120.526
980,220.235
981,295.852
982,200.433
983,153.69
984,136.318
985,107.326
986,192.368
987,167.992
988,192.975
989,187.419
990,200.869
991,130.316
992,233.203
993,304.927
994,320.615
995,151.326
996,161.296
997,195.619
998,148.774
999,228.868
